Id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,2.6607919675628548e-05,5.0393611045668664e-05,8.44828882505281e-08,0.008175827772129003,8.16485150230141e-05,0.00013594145455695525,0.00030553891168381704,7.681729390496613e-05,3.715491312328534e-05,0.001065775396429292,0.0003640368168690593,0.0015122796708465713,2.4068315722115587e-05,2.4013182743323304e-05,0.00027052338638264365,4.751979677984324e-06,0.0005795576181024717,0.00015949625823788,0.0010859888627994018,6.326586906391203e-05,9.231630450463348e-06,5.297471518031927e-07,0.0001234414904798781,0.00024358865896521365,0.00043007399694601717,2.7509559006408077e-06,0.0008063731979721115,6.315983170593557e-06,0.0005502823319400108,8.94239441712385e-06,5.836063755494455e-05,0.0006706535586728425,0.0002759725061578436,0.0014987801869481411,0.0005073587735486306,0.00012077371429727125,9.384331566163927e-05,2.339200566126044e-05,3.239132874883849e-05,0.0002900851344120724,4.566179723990756e-05,0.003547250777069487,5.4366826634567005e-05,0.000493293080702937,0.0005400665285291141,0.0042952579978155605,0.0014456190953213688,0.0016699271502841197,1.0687281154111556e-06,0.0005594024792923947,0.0045061066673932285,0.8784824595318557,0.00026497511099640096,0.0015450341934413394,3.2839427499089963e-06,0.022719772411204608,0.002523803890547202,2.084546522648708e-05,0.004042059527091972,0.0011784881967647173,0.0023909911326307097,5.897376913044368e-05,0.00020271032989488668,0.00020145067485213255,0.0005832078416592924,0.001969832977328715,2.703642567890996e-05,1.6970577881765918e-06,1.9867860494540692e-06,0.00047229916490206523,1.957943006161608e-06,2.728452516005799e-06,4.2454787836764634e-06,1.4412622076985156e-05,0.0058626418756863845,2.921929217803013e-05,0.00135438188519781,4.520748436429449e-05,0.0005358523407655907,0.00018764954506093716,0.0003290134898169082,0.0032311105249684243,0.0005841946688260617,2.456950039634178e-05,0.006466580455257587,0.00041015809537270104,1.3916795034889743e-05,0.00015092590149261056,0.0006012534064333726,0.00030902305908821827,0.019261669807808163,0.0007254914579725553,0.0002487708347300163,0.005829217989854313,7.614042397233009e-05,1.918922843616311e-06,2.867350269310709e-06,2.637232521164747e-05,2.2664732861135843e-05
7,1.8631871540100114e-05,0.00015948219793153248,2.1761214246119733e-06,1.8039078948066473e-05,0.005139225433763688,0.0009151927523141953,0.02592710490873661,0.0019493761793691175,1.4297040771198706e-05,0.00463611565425955,0.00012923128771619253,0.0019067682924297242,5.786519431327467e-05,0.00024516703783226674,0.002272182207430778,0.0004082854696828635,0.0006648402324471489,0.0027556968414431107,0.009741229758645636,0.004007169545756713,8.28600182430012e-07,1.6404857500065454e-06,0.0021363030185104974,0.00037819764159683565,0.0009773637679480393,5.19599957698417e-05,0.000357896328915969,1.8529274562225182e-06,9.59366739171246e-06,0.0004145791411873392,0.05896217134738566,0.00014404060241505695,0.0001271697494633775,0.0001506303202969062,0.0007436759643787551,0.0005508889625977601,0.0005944526466603127,6.72091726840593e-05,0.00013451949530049012,0.0010100632529260111,5.7903983518424096e-05,0.0018335093279215054,1.4571236625934889e-05,0.0011679626435949666,7.032527024691115e-05,0.004078597869377045,0.00015757267961384329,0.0057737769507507876,1.0587023398400509e-05,3.398000326733322e-05,0.6717999927657112,0.004497574850310809,0.0005307626748375461,0.034134353448058964,0.001452116721889094,0.00846841104509255,0.012067779894137903,1.466700516017662e-05,6.122642382037896e-06,0.0011718565863385378,0.0043060761563653354,0.0007557047793877957,0.001101548169582958,0.0009607955277280727,0.0046555505358136535,0.001320715408714805,3.7578977563222096e-06,0.0004792296206998061,6.846143050251282e-05,0.0189800484078282,1.745248945250452e-05,0.00011196598063880599,2.7814063205304025e-06,0.0011607756130285068,0.011682932421640353,0.0015884596373848202,0.0011185283852125116,0.0013720060598170361,0.04370717213656493,0.000248091439356604,0.0015418708625829277,0.000276354123760057,5.944982432449813e-05,0.004975979055646336,0.002442412474609574,0.000884554488694829,0.0009907125849538264,0.002326674714836819,0.0002893559236251329,4.525926325148175e-05,5.073498260606114e-05,0.00016586901747543347,0.0001241139178716227,6.835015151382507e-05,5.8628228208025995e-06,4.292190129453225e-06,0.015239962258270172,9.783511777859001e-05,0.001642763903644854
9,0.0002487586896071147,0.5551392609692758,0.00015886461807734117,0.0003182525057031718,0.04277154041309272,0.004316351497339867,6.355561501696713e-05,0.01564761990351015,0.037302166893646516,0.0002609999785912444,0.0009050336023866087,0.0014530545531512516,0.00781920722608149,0.000139450354211382,0.02186150158835498,0.008446624239415338,0.04004155581275342,0.0007514442686433112,0.0002726084880506108,0.009702031213534424,5.2640895404960546e-06,0.003103878690313679,1.0867509293355049e-05,2.9545238402630363e-06,9.730891115918946e-07,0.024626737150124273,0.00023395835910576266,5.443976405630982e-06,1.7753888080607386e-05,0.0006356847406000586,6.369210364554622e-05,1.0130214217866473e-06,0.0038251057637314822,0.0015914761673256656,2.0843201995296785e-05,0.002937730277137822,0.0002951361805394228,0.00012142608411408999,2.6820223869792632e-05,1.1275067635925348e-05,0.0009000886792852327,0.00019424955193703868,0.0009906280205147439,9.985456308325386e-05,0.0006396884334592571,0.00017759479139692154,7.418711880128092e-06,7.951843684854233e-05,0.03785929057567455,0.00227938886253527,8.626174413537183e-08,8.472421324294801e-11,5.709880369437408e-06,0.0084327269526139,5.974310866835152e-08,6.899990652446938e-05,0.017293512890058742,1.2688677611528513e-05,5.8410814742119255e-05,6.611533357635426e-06,0.0024829526275154373,0.00031318734066585786,0.007950518294939504,4.219069965221121e-05,7.929491585675056e-05,1.1397315405009147e-05,0.005826311126697434,2.2731750218630996e-05,4.3407854176816696e-07,8.607097648529652e-06,9.173241683650413e-06,3.0334216242489485e-05,0.0027431391907703968,0.004004009243496124,0.0003729337611675095,0.00157802547311175,1.3024081795543462e-05,4.904774660306102e-05,0.0015290070773142988,0.0004291356480332947,1.1687658502349807e-07,6.566089902406947e-07,1.2666087088831811e-05,6.29964513902279e-05,0.004704339677952194,0.0011540165698568632,1.4054847067130124e-05,0.0003937774144583888,0.0011029945579099805,0.0013788834613503106,0.0030052880204974454,0.001110732014497707,3.509164660297777e-06,7.75621056296516e-05,0.005917875690274828,0.0005699715894596775,1.5814010071787364e-07,0.0009014120351974253,0.09782908984992776
12,8.661082736992848e-05,0.013370299534175876,0.005076465801656147,1.1172172965065894e-05,0.0018300241734952442,1.3436677750294107e-05,0.0002476334391533297,0.00048280677079716124,0.07201238833832715,0.0032356825883895603,0.0008184766512791798,0.004924664684947808,0.019216902070174704,0.023534313210313816,0.01477097635538364,0.014558366950981639,0.0015208057144847774,0.002634848747534587,0.00011118242250610196,0.5923120615023856,1.7339342731223523e-05,1.6337242970380384e-05,0.003321652771099862,5.192184920329767e-05,0.0008071744802616095,0.0002092210999705299,0.005679023233403578,4.193444141178306e-06,2.4746376010286672e-08,7.902135010055134e-06,0.00035864145276814804,8.423008178134889e-05,0.000378914519813294,0.003856329119472609,7.529311835226179e-05,0.003458597716778146,0.0012900249900416386,0.003524294939799971,7.830077047665419e-05,1.7345031755108757e-05,3.3423382537836697e-07,0.016834480474627878,0.002083213635265844,2.0595360821302058e-07,0.0003647607826398029,0.004198604851362563,6.233562002098825e-05,0.012804759164342712,0.012270484921268846,0.0004283943576791518,0.00021426807686552354,3.1386919319812243e-06,0.0018092023590895337,0.00048191393018098827,0.00924166929213385,0.0003336332653105923,0.0017027316249026475,0.0009261145608736998,0.0008261570532656544,0.008374265945081096,0.0006659254455117817,0.0005232206662159563,0.0021747025228292865,0.0057543914795798465,0.007689345854814627,0.0004937825600480405,0.00024778032615796757,0.0001332972037172608,0.0006771216173176805,8.210877951846741e-07,3.495692432247322e-05,1.1048408810279436e-07,9.883328299815484e-05,0.0003374352779792255,0.0016689129829343054,0.0055668375148414315,1.2376163975992527e-05,0.008957256106735064,5.215907509036988e-06,0.00030491000385669744,0.008380272736318087,8.83303129913773e-06,0.000566809858603064,0.00014846185761456732,0.0006969374038869239,0.012331811050766608,0.0003819165490155119,2.477840816351264e-05,2.55618480277461e-07,0.0018154267214211717,0.0011270353754786859,0.0023604388897594353,0.00015603233703954364,0.0007986982882383858,0.007647154491095604,0.024955058835364804,0.00041554090815339726,0.00028331606034140243,0.035587438651176126
13,0.007572692312857975,0.0008694355046609946,0.000257059725657196,1.501249645849495e-07,0.001450408540136202,7.3641088394398e-05,0.002381192563425289,0.00015587256137728763,0.0057129225978851065,0.001001849056718323,0.00029748463673236734,0.010787473807759197,0.00345610008933056,0.009539199231188174,0.7549594672030701,0.012674475676380978,0.08052867998895993,8.613001267811495e-05,3.45132239993473e-05,8.628802019476062e-06,3.098323174406843e-05,0.02271226474810268,0.007242064202188315,1.3243645452057485e-05,0.0003548166464579628,0.003036889426364562,0.012376953275930401,0.00032748846394670106,1.835362375395648e-07,2.5273034390421687e-05,6.253193916880456e-05,3.692038315426273e-07,4.7102082124993245e-05,0.0007858931869358871,3.4194127742216576e-05,0.0016410991920441523,8.442632352802659e-05,6.2565798496509885e-06,9.749493266267707e-06,2.4953374314464334e-09,9.849564376145901e-06,0.00014711668636818693,0.0003298918039417003,4.377828289227702e-05,5.0872707036169504e-05,9.359633278480636e-06,5.778738720027869e-06,0.0016954897204063252,0.02250050273607812,0.0021631424950329177,1.3923121386377652e-09,3.0487348806570316e-10,0.0001211611953772527,4.789996829268683e-05,3.782207050072047e-09,1.523220334968971e-05,0.00022768401896026757,0.00041690048085211377,0.0001309275714747535,0.00017032060655473483,0.0001883609671210378,0.00019440947417964164,2.006686853922245e-05,0.0011516882434040995,0.00023477929559737086,2.9782104092634854e-06,0.0023845976359535416,2.0841499052003235e-06,1.9617748018143023e-06,3.38823636095281e-14,1.9657591703337438e-05,0.0017244508542124644,3.1969401081199894e-05,1.0234112902948743e-06,0.0007772965571405123,0.00015608476441348427,5.0936630880124835e-05,6.833723276359926e-06,0.00013532353948604475,0.000585127727477197,0.0019607595224400403,4.420668036395285e-06,5.687424095060765e-06,0.0014807805089338123,0.0003684900094038111,1.0171780049576191e-05,8.536034878314908e-06,1.9450154186556173e-06,6.630157624378877e-05,0.0007961126044804614,0.00013311305811219618,0.006763279554650987,0.00042058923687797293,0.005886685643392629,0.0006244758255248828,0.004797412032707611,3.77398800228326e-05,0.00021033978968761294,2.8453538913514095e-05
16,0.0002263126902631729,0.00016019361540182899,2.239639015461451e-05,0.6847644878958672,0.0007377345655435683,0.0003803170826790121,0.0019280943502642956,0.002083662096706278,0.0003453300254264155,0.00022716060333406737,0.0027876151452642644,0.00033188133986707493,0.0007409261636559688,0.0008454379329110907,0.0009999689066289947,0.0007638886593159161,4.0423150316328086e-05,0.0003509822384225939,0.0018759782977116836,0.00044816519346074996,5.007082894224026e-06,0.00036760528471287514,0.0008003417843385195,0.0005523442239442058,0.002440477908237199,0.0004015794016501817,0.0018276574557536344,6.63570794093783e-06,6.293597397599795e-05,4.241769075036056e-09,0.001490136645634027,0.00037077448362332654,0.0017263199771814857,0.0006157728209426165,0.00012489492949368613,0.001946517869608572,8.600001775484958e-05,8.171496222627413e-05,1.5641866640483072e-05,4.558613161283913e-06,9.595630272508712e-05,0.03837929371732863,0.0010820465174336035,0.00030491784529426084,0.0003397454665265376,0.0027558390870399273,0.0007255933629348132,0.00037185215494704927,9.664606923753543e-05,0.0007925436317797076,0.0010132028131615925,0.0016923887925349534,0.006998256837208866,0.00027962443621962327,3.70187537913989e-05,0.0005192696118425151,0.0014163437461608775,0.0001674026459333015,0.0007424028440591017,6.273694324076654e-05,0.0015172709596892521,7.014206431030724e-06,0.010355576431692595,0.005272421085093132,0.000351916348980445,0.0011531863539264102,7.927002209018215e-05,0.00021807167484407753,0.0004124825673028893,0.0003648662790548629,0.00013121543333722188,0.0007024872523694728,5.646446933820883e-06,0.0034942428414420413,0.002397209869097467,0.006168485227621407,0.0001309228780226975,0.001148838900403577,1.5934197677550868e-06,0.0022229040521774784,3.0197250966843775e-05,0.0014387684399563593,3.31044257264911e-05,0.012190317755509068,0.00010578870697328602,0.0029406290024051817,0.04752487060715252,1.0590014668233544e-05,0.0003293311651277533,0.0062511828219664455,0.006539825310002789,0.004374796662120381,0.004355198101017382,0.03051313673303152,0.07314924235415775,0.00014715832808387248,2.2905545233238836e-05,0.0014461379175058913,0.0016002374340386193
19,7.258944012083017e-05,0.0004924161141870273,1.1759923283638637e-05,0.8365422437426517,0.0003173117483514757,0.0005155288915627644,0.0006241174841111392,0.0009637444921672075,0.00016695567626729595,0.0005652409759179659,0.006805077634239911,0.0005883869281550303,0.0015958908379666967,0.0011341573465185792,0.0004944157017358626,9.585414356759295e-05,0.010095692651569396,0.00013544334639980054,0.004032001684448589,7.801181398059814e-05,1.1465864713706156e-06,0.000335699895313494,4.901782666906219e-05,0.0008071371519730097,0.0008789151716476253,9.017501538708657e-05,0.0002845462346694442,8.71721196934634e-06,5.2147988414513045e-05,6.134794744973469e-07,1.6040831030022102e-05,0.0017286677799672656,9.0199252517169e-05,9.081706290044307e-05,0.0005637561893171353,0.0007864178880468162,1.3303066907969077e-05,1.1126766099629655e-05,0.00010184128059902954,0.00028061558960644245,1.0090127416732648e-05,0.0039495222351945605,2.648602052999562e-05,0.006226515004253983,0.0003089792459847735,0.0013312243102753993,0.02555466013173666,0.00036962505700679333,9.644036756476483e-05,0.00018347982534697431,0.0039633186518312595,0.0020113960514118135,0.000452760334637841,0.008059725404616445,3.520757863836691e-05,0.0011647668475397346,0.010005654836563665,1.1745553491739551e-05,0.0010643239353681977,9.061575870578185e-05,0.010987305132016874,9.741670826897217e-06,0.0029850664504344855,0.0013987344414075962,0.0008179874409326595,0.004528814999530225,6.757241639345402e-06,7.546599645197918e-05,3.946235508224094e-05,3.513750994169525e-05,4.521992012312312e-06,4.5469525032849195e-05,2.4578150127440975e-06,0.00042084762589697636,0.005734859008291973,0.001029710481240883,0.0010196313100541477,0.0014365413886953374,0.00015815481150739812,0.00020641595555463202,3.7697018321170163e-06,0.0007438515585576696,6.522153625825505e-05,0.000143373574536209,0.0015309575054418348,0.003250022674547701,0.0005516636412710201,0.0012695246885478626,0.00039166517631020924,0.00010755585391540842,0.002216666777077547,0.0013452162053819877,0.005109155902093775,0.0038434964864725346,0.005235343397916838,1.2825156987438037e-05,0.00012262892766130642,0.0003028911813735903,0.006376806777953761
23,2.1496706148124556e-07,0.0006360227475952497,0.0003000996403320788,0.002576717843182674,0.0002159134908059654,0.00918294995827834,0.001978677663274942,8.681967690483377e-06,2.405565626504966e-07,9.357646744100315e-05,6.704934997408539e-06,0.0017786502655772604,0.0001528518941031021,4.41987249470093e-07,5.6117366304334424e-05,0.0022211154015607327,0.00017213824780116144,3.796981448457958e-06,0.0015785073201497646,0.00012482147545416717,0.00040295812033463866,5.030777574746003e-05,0.001671734352794833,0.00027151498265349535,0.0008095133075665645,3.894866422962282e-05,0.001584575818982237,0.0009509449899503012,0.6739249451894357,0.12189818365192692,0.0009821106037880812,4.858084420732236e-06,3.763126689451638e-05,8.430401136724119e-06,0.0015200684858110009,0.0006830139485844369,3.516292848016579e-06,0.0001229420806669827,0.00024613494316414895,0.02599555224620084,0.00015694242864248634,9.237796444763269e-08,0.003097542265664993,0.008896579160068639,1.6521570325397697e-05,1.1230007448714152e-05,2.40488120054238e-05,9.590850476203475e-05,2.0167734563092328e-07,1.1326161551952317e-05,0.00028383243159657573,0.013507159102977444,2.4166039104439686e-07,0.0019631688022445555,2.8467949554003874e-05,0.05787637461495902,0.0007615407249008265,6.121476258086456e-05,9.397949648053182e-05,0.00020964394768736077,0.0002980558699677891,0.0009560813232146481,3.122115984235716e-05,0.0031847740750751076,4.0690783458207806e-05,4.3618084485828674e-05,0.0007023569543949037,2.000924842969604e-05,1.0130493065925255e-05,0.0002098742033350742,0.0001446047272996133,0.00011181772285709122,0.0005230414670429817,1.3734676302833788e-05,3.8923575252692235e-05,3.994521373170536e-06,0.0016325501008901165,0.0004218626877962138,0.0014513047786778501,0.0011862938148791704,0.0011173322560215275,0.0006075497388836654,0.00011118056619549582,4.1532100185036424e-07,0.001708681639157514,2.637148458061462e-05,2.87943070530801e-07,0.03733691541296305,0.0031877882637234597,1.5346504486515997e-06,0.00038152436704385717,6.197205100390135e-06,4.770917310430511e-05,8.095526951361268e-05,7.592669775060905e-05,6.481664072943453e-06,0.0006414567764884005,0.0029204914740207995,0.0013241169860576188
24,0.0005959404213268099,0.0005105216435877732,0.0003594238613678669,2.1193230488043224e-05,6.2388395513629e-05,0.005703367786267451,0.0045862624964593856,0.0028541132855796044,0.014197128380511168,0.0031015254605390574,0.005213413155731977,0.00011382554420901696,0.00013864535671567304,0.000753436127425377,3.2041785191385124e-05,0.00020542061500625092,0.0010522585882305631,0.00042728429228943376,0.0007968116622274082,0.0012277498217704212,0.014586290273129542,3.658172598217972e-05,1.7533537566466797e-05,0.002176963407194851,6.405706135562494e-05,3.797246497913718e-05,0.0017370158843301496,7.863770515515359e-05,0.00022365730889469887,1.3601666885339322e-05,2.5176109302834695e-12,0.008890208879496854,0.004405306545749852,0.0021540659434912267,0.0006422837708403512,0.00015943556590213806,0.00014245424453150686,0.001296581092332522,4.109864733764611e-06,0.00756745345231873,1.429127190276097e-05,1.8279926093178024e-06,0.00012755818660733893,0.0008745460868883977,0.003307424380509322,0.016419478055650336,3.282836027784968e-07,0.0008278445537869387,6.73407081372905e-07,0.003323617201694105,1.4284810937422478e-07,0.0008517411438376058,0.0008266687900922379,0.0006245577990889184,0.001391028990180626,1.2858257075672599e-06,0.000327793058573872,0.00033741652139863694,0.0021273684840011488,0.00018564410061291966,0.000846002568892795,0.00011550338689365224,0.00015568673920963002,4.559681341216715e-06,0.0002802280079091576,0.0038041025536857927,0.0012192821383503211,9.008764026573967e-06,0.00034734005835152404,0.011335484706941165,6.872908887954967e-05,5.816177883554377e-05,0.000579525137707433,7.661912678822377e-08,0.000753571605712713,0.00013974987069127176,9.690462664483696e-06,3.720371994117764e-05,0.01024449884625809,0.0006275034506183792,0.0006961510433703206,0.00117324842836611,0.005296947789173758,5.709366107246739e-05,0.8390515754481355,1.1266004626532378e-05,3.843863735467643e-06,6.349969805284842e-06,3.9723878964324534e-05,0.0002069696897598819,7.262971248914556e-05,0.0031966251811495843,9.445524157187438e-06,0.0014942080546531634,7.096668313057562e-07,0.00018395181175108645,2.854133662571082e-07,4.057877759542329e-06,0.0001008085050341712
28,0.058646799210566876,0.010248604848367244,0.0013890975075200917,9.765632289069881e-05,0.000212368378806128,0.0005250076992423814,0.0013743435633598751,0.058064122282750076,0.6557548371450177,0.0003163542441434798,0.03234600883919208,0.0013218966003074371,0.014884868367849682,0.004507744502674863,0.00897122877081052,0.0020288785839535006,0.014889540279820828,0.0029646563865352495,0.00013663081103984842,0.008036630745603056,0.00010433744100508349,5.005328667098508e-05,3.985156050969024e-06,9.736878498943471e-06,1.1920125636637654e-05,3.320903526780855e-05,0.00010544229484551656,1.142408812991024e-06,6.207260387604743e-08,1.5067945695695456e-06,3.915242338484209e-05,4.221795562627546e-05,0.0007917438304167751,0.0035417353043413124,3.570028913937021e-05,0.0016931168998665241,6.7501706743683e-06,2.711303461363672e-05,4.1119809247860113e-07,5.762780413504259e-06,9.778301792817367e-06,0.003109333669615814,0.0006441777531042619,9.041826791552788e-05,0.000108451267604549,0.002129052144061612,2.7186031695680708e-05,0.00036777459852496805,0.006592854575155325,0.0012236310465013108,6.574505889242563e-11,3.1547426703669214e-08,0.0013152376963206506,0.004154722922610366,1.8688836030567844e-06,2.3507304947193877e-05,0.002228235469447132,0.00013546228620416444,0.00036802470753730863,8.29976575028291e-06,0.000523974599010068,3.904688765572738e-05,0.0002591493950681508,0.00024004233391936345,0.0003505015230077833,0.00019607035375425954,0.0012082901866556307,1.1333110903963296e-05,0.0007098004381765262,4.149011038866304e-06,3.850697340775373e-06,2.784271088252784e-06,1.5132278644243033e-05,2.6885931334300913e-05,0.0008674687314625735,0.0013752885746810618,2.193102631761792e-05,2.7092636492074515e-05,0.001998539710573283,5.955833010641788e-06,9.457189798728693e-05,9.765921215008651e-06,7.93152279580684e-05,0.005463763625079117,0.0019350792956141197,0.0002605282975587687,0.0004252079875422091,6.347837375304626e-05,6.89426965723505e-06,0.004453977908341142,0.0005304973919967424,0.007177178160016686,6.083227044494332e-07,0.003989037158277263,0.05498074430478928,0.0023817705317484054,7.170406981064333e-08,1.9635023427613036e-06,0.004497835812666446
